"subject","item","Provo_ID","list","accuracy","duration","sound","ended_on","response","correctResponse","item_quest"
3,99,NA,"B",0,5083.21699998656,"silence","response","FALSE","TRUE",2
3,100,NA,"B",0,5355.18499993259,"silence","response","FALSE","TRUE",1
3,100,NA,"B",1,3636.68699999055,"silence","response","FALSE","FALSE",2
3,1,NA,"B",1,5862.02699998475,"lyrical","response","TRUE","TRUE",1
3,1,NA,"B",1,2154.90799993911,"lyrical","response","FALSE","FALSE",2
3,4,NA,"B",1,3259.50999999029,"lyrical","response","FALSE","FALSE",1
3,4,NA,"B",1,2169.63700002286,"lyrical","response","TRUE","TRUE",2
3,10,NA,"B",1,5461.75299991353,"lyrical","response","TRUE","TRUE",1
3,10,NA,"B",1,2976.86599998199,"lyrical","response","TRUE","TRUE",2
3,7,NA,"B",1,2693.14200001513,"lyrical","response","FALSE","FALSE",1
3,7,NA,"B",1,2768.92799992271,"lyrical","response","TRUE","TRUE",2
3,11,NA,"B",1,8479.69799997145,"instrumental","response","FALSE","FALSE",1
3,11,NA,"B",1,2939.09699994337,"instrumental","response","FALSE","FALSE",2
3,8,NA,"B",1,2408.96600001503,"instrumental","response","FALSE","FALSE",1
3,8,NA,"B",1,2404.34100000421,"instrumental","response","TRUE","TRUE",2
3,2,NA,"B",1,4692.97199999506,"instrumental","response","FALSE","FALSE",1
3,2,NA,"B",1,2356.56400002178,"instrumental","response","FALSE","FALSE",2
3,5,NA,"B",1,2559.34899993392,"instrumental","response","FALSE","FALSE",1
3,5,NA,"B",1,28576.4939999436,"instrumental","response","TRUE","TRUE",2
3,12,NA,"B",1,2483.38599998236,"silence","response","FALSE","FALSE",1
3,12,NA,"B",1,2033.59499994107,"silence","response","TRUE","TRUE",2
3,6,NA,"B",1,2232.17299991695,"silence","response","TRUE","TRUE",1
3,6,NA,"B",1,2188.96799994819,"silence","response","TRUE","TRUE",2
3,3,NA,"B",1,2969.62700000987,"silence","response","TRUE","TRUE",1
3,3,NA,"B",1,1938.5399999324,"silence","response","FALSE","FALSE",2
3,9,NA,"B",1,3333.6659999527,"silence","response","TRUE","TRUE",1
3,9,NA,"B",1,2259.26899996283,"silence","response","FALSE","FALSE",2
4,99,NA,"B",0,3099.91300000006,"silence","response","TRUE","FALSE",1
4,99,NA,"B",1,2798.16000000005,"silence","response","TRUE","TRUE",2
4,100,NA,"B",1,2764.48700000005,"silence","response","TRUE","TRUE",1
4,100,NA,"B",1,1616.74200000003,"silence","response","FALSE","FALSE",2
4,7,NA,"B",1,1682.74500000005,"lyrical","response","FALSE","FALSE",1
4,7,NA,"B",1,1839.598,"lyrical","response","TRUE","TRUE",2
4,4,NA,"B",1,2227.136,"lyrical","response","FALSE","FALSE",1
4,4,NA,"B",1,1233.27700000006,"lyrical","response","TRUE","TRUE",2
4,1,NA,"B",0,2243.10600000006,"lyrical","response","FALSE","TRUE",1
4,1,NA,"B",1,1464.54000000001,"lyrical","response","FALSE","FALSE",2
4,10,NA,"B",1,2812.85700000002,"lyrical","response","TRUE","TRUE",1
4,10,NA,"B",1,1910.886,"lyrical","response","TRUE","TRUE",2
4,5,NA,"B",1,1704.95000000001,"instrumental","response","FALSE","FALSE",1
4,5,NA,"B",1,2294.99099999998,"instrumental","response","TRUE","TRUE",2
4,8,NA,"B",1,1488.55800000008,"instrumental","response","FALSE","FALSE",1
4,8,NA,"B",1,2254.70600000006,"instrumental","response","TRUE","TRUE",2
4,11,NA,"B",0,1961.69500000001,"instrumental","response","TRUE","FALSE",1
4,11,NA,"B",1,2713.55300000001,"instrumental","response","FALSE","FALSE",2
4,2,NA,"B",1,3693.27299999999,"instrumental","response","FALSE","FALSE",1
4,2,NA,"B",1,2318.78800000012,"instrumental","response","FALSE","FALSE",2
4,9,NA,"B",1,2693.79000000004,"silence","response","TRUE","TRUE",1
4,9,NA,"B",1,1228.45900000003,"silence","response","FALSE","FALSE",2
4,6,NA,"B",1,1632.80199999997,"silence","response","TRUE","TRUE",1
4,6,NA,"B",1,2479.2410000001,"silence","response","TRUE","TRUE",2
4,3,NA,"B",1,1622.6320000001,"silence","response","TRUE","TRUE",1
4,3,NA,"B",1,1313.92900000006,"silence","response","FALSE","FALSE",2
4,12,NA,"B",1,1555.88600000006,"silence","response","FALSE","FALSE",1
4,12,NA,"B",1,1145.37600000005,"silence","response","TRUE","TRUE",2
5,99,NA,"B",1,3764.91300001625,"silence","response","FALSE","FALSE",1
5,99,NA,"B",1,3718.63199997405,"silence","response","TRUE","TRUE",2
5,100,NA,"B",0,3298.02099996927,"silence","response","FALSE","TRUE",1
5,100,NA,"B",1,2315.08200002348,"silence","response","FALSE","FALSE",2
5,10,NA,"B",1,2872.53000001414,"lyrical","response","TRUE","TRUE",1
5,10,NA,"B",1,2151.91999998986,"lyrical","response","TRUE","TRUE",2
5,1,NA,"B",1,3781.16499998848,"lyrical","response","TRUE","TRUE",1
5,1,NA,"B",1,2037.82800002358,"lyrical","response","FALSE","FALSE",2
5,7,NA,"B",1,2058.72499999023,"lyrical","response","FALSE","FALSE",1
5,7,NA,"B",1,2856.3830000218,"lyrical","response","TRUE","TRUE",2
5,4,NA,"B",1,2023.64099997107,"lyrical","response","FALSE","FALSE",1
5,4,NA,"B",1,2277.89599998778,"lyrical","response","TRUE","TRUE",2
5,2,NA,"B",1,2767.62500001374,"instrumental","response","FALSE","FALSE",1
5,2,NA,"B",1,2599.8590000096,"instrumental","response","FALSE","FALSE",2
5,5,NA,"B",1,1951.65199997131,"instrumental","response","FALSE","FALSE",1
5,5,NA,"B",1,3764.71600000787,"instrumental","response","TRUE","TRUE",2
5,11,NA,"B",0,2013.8839999729,"instrumental","response","TRUE","FALSE",1
5,11,NA,"B",1,3313.37499998766,"instrumental","response","FALSE","FALSE",2
5,8,NA,"B",1,2066.2459999905,"instrumental","response","FALSE","FALSE",1
5,8,NA,"B",1,2480.60299999034,"instrumental","response","TRUE","TRUE",2
5,6,NA,"B",1,1838.43699999235,"silence","response","TRUE","TRUE",1
5,6,NA,"B",1,1798.38199999649,"silence","response","TRUE","TRUE",2
5,12,NA,"B",1,2413.19499997771,"silence","response","FALSE","FALSE",1
5,12,NA,"B",1,1388.51700000896,"silence","response","TRUE","TRUE",2
5,3,NA,"B",1,1651.0340000118,"silence","response","TRUE","TRUE",1
5,3,NA,"B",1,1937.77799999918,"silence","response","FALSE","FALSE",2
5,9,NA,"B",1,3227.86900000146,"silence","response","TRUE","TRUE",1
5,9,NA,"B",1,1663.7519999707,"silence","response","FALSE","FALSE",2
6,99,NA,"C",1,5845.84400002161,"silence","response","FALSE","FALSE",1
6,99,NA,"C",1,4113.95900000373,"silence","response","TRUE","TRUE",2
6,100,NA,"C",1,2777.57800004515,"silence","response","TRUE","TRUE",1
6,100,NA,"C",1,3133.77799995989,"silence","response","FALSE","FALSE",2
6,1,NA,"C",0,3619.90999999514,"instrumental","response","FALSE","TRUE",1
6,1,NA,"C",1,2419.7870000237,"instrumental","response","FALSE","FALSE",2
6,4,NA,"C",1,3520.75100006326,"instrumental","response","FALSE","FALSE",1
6,4,NA,"C",1,2464.38199999696,"instrumental","response","TRUE","TRUE",2
6,10,NA,"C",1,3870.76200004603,"instrumental","response","TRUE","TRUE",1
6,10,NA,"C",0,7041.89499999007,"instrumental","response","FALSE","TRUE",2
6,7,NA,"C",1,3792.32399997197,"instrumental","response","FALSE","FALSE",1
6,7,NA,"C",0,3937.20300001634,"instrumental","response","FALSE","TRUE",2
6,8,NA,"C",1,4004.9839999883,"silence","response","FALSE","FALSE",1
6,8,NA,"C",1,3088.87100005604,"silence","response","TRUE","TRUE",2
6,2,NA,"C",0,11334.9770000388,"silence","response","TRUE","FALSE",1
6,2,NA,"C",1,3012.9200000221,"silence","response","FALSE","FALSE",2
6,5,NA,"C",1,2140.00799999759,"silence","response","FALSE","FALSE",1
6,5,NA,"C",1,4754.1530000653,"silence","response","TRUE","TRUE",2
6,11,NA,"C",1,4298.10200006876,"silence","response","FALSE","FALSE",1
6,11,NA,"C",0,10283.4419999823,"silence","response","TRUE","FALSE",2
6,3,NA,"C",0,3031.41499995592,"lyrical","response","FALSE","TRUE",1
6,3,NA,"C",0,1905.75400004745,"lyrical","response","TRUE","FALSE",2
6,6,NA,"C",1,1978.41400004562,"lyrical","response","TRUE","TRUE",1
6,6,NA,"C",1,3525.35100002983,"lyrical","response","TRUE","TRUE",2
6,12,NA,"C",1,2496.64600003418,"lyrical","response","FALSE","FALSE",1
6,12,NA,"C",1,1382.88499999302,"lyrical","response","TRUE","TRUE",2
6,9,NA,"C",1,2940.65600001323,"lyrical","response","TRUE","TRUE",1
6,9,NA,"C",1,3544.30999996897,"lyrical","response","FALSE","FALSE",2
7,99,NA,"C",0,3950.12500000343,"silence","response","TRUE","FALSE",1
7,99,NA,"C",1,5183.7800000011,"silence","response","TRUE","TRUE",2
7,100,NA,"C",1,5357.04400000302,"silence","response","TRUE","TRUE",1
7,100,NA,"C",1,2852.92700000131,"silence","response","FALSE","FALSE",2
7,10,NA,"C",1,2745.62300000351,"instrumental","response","TRUE","TRUE",1
7,10,NA,"C",1,2599.09799999892,"instrumental","response","TRUE","TRUE",2
7,4,NA,"C",1,6279.55200000305,"instrumental","response","FALSE","FALSE",1
7,4,NA,"C",0,1800.55399999995,"instrumental","response","FALSE","TRUE",2
7,7,NA,"C",1,1981.26800000039,"instrumental","response","FALSE","FALSE",1
7,7,NA,"C",1,3249.15799999796,"instrumental","response","TRUE","TRUE",2
7,1,NA,"C",1,4205.56700000132,"instrumental","response","TRUE","TRUE",1
7,1,NA,"C",1,1698.86799999932,"instrumental","response","FALSE","FALSE",2
7,11,NA,"C",0,3054.44300000381,"silence","response","TRUE","FALSE",1
7,11,NA,"C",1,4528.72900000185,"silence","response","FALSE","FALSE",2
7,8,NA,"C",1,2036.36099999759,"silence","response","FALSE","FALSE",1
7,8,NA,"C",1,2773.24800000095,"silence","response","TRUE","TRUE",2
7,2,NA,"C",1,2943.84899999999,"silence","response","FALSE","FALSE",1
7,2,NA,"C",1,2393.38700000156,"silence","response","FALSE","FALSE",2
7,5,NA,"C",1,2251.65199999965,"silence","response","FALSE","FALSE",1
7,5,NA,"C",1,3518.7810000013,"silence","response","TRUE","TRUE",2
7,6,NA,"C",1,2007.76700000139,"lyrical","response","TRUE","TRUE",1
7,6,NA,"C",1,1643.54499999864,"lyrical","response","TRUE","TRUE",2
7,9,NA,"C",1,2474.74399999867,"lyrical","response","TRUE","TRUE",1
7,9,NA,"C",1,1860.09999999695,"lyrical","response","FALSE","FALSE",2
7,3,NA,"C",1,2120.26999999792,"lyrical","response","TRUE","TRUE",1
7,3,NA,"C",1,1456.66700000258,"lyrical","response","FALSE","FALSE",2
7,12,NA,"C",1,1796.61599999771,"lyrical","response","FALSE","FALSE",1
7,12,NA,"C",1,1534.69299999985,"lyrical","response","TRUE","TRUE",2
8,99,NA,"D",1,7091.95100001199,"silence","response","FALSE","FALSE",1
8,99,NA,"D",1,5204.73900005058,"silence","response","TRUE","TRUE",2
8,100,NA,"D",1,4535.22900001364,"silence","response","TRUE","TRUE",1
8,100,NA,"D",1,8860.11400015283,"silence","response","FALSE","FALSE",2
8,4,NA,"D",1,4706.72800009552,"silence","response","FALSE","FALSE",1
8,4,NA,"D",1,4166.18800011132,"silence","response","TRUE","TRUE",2
8,7,NA,"D",1,3827.35699999239,"silence","response","FALSE","FALSE",1
8,7,NA,"D",1,9385.92800020461,"silence","response","TRUE","TRUE",2
8,1,NA,"D",0,4769.82900011883,"silence","response","FALSE","TRUE",1
8,1,NA,"D",1,5743.30000005523,"silence","response","FALSE","FALSE",2
8,10,NA,"D",1,6447.15600015741,"silence","response","TRUE","TRUE",1
8,10,NA,"D",1,4019.82300015964,"silence","response","TRUE","TRUE",2
8,2,NA,"D",1,5868.4230001145,"lyrical","response","FALSE","FALSE",1
8,2,NA,"D",1,4934.71900013089,"lyrical","response","FALSE","FALSE",2
8,5,NA,"D",1,3023.31900015019,"lyrical","response","FALSE","FALSE",1
8,5,NA,"D",1,4635.79800003255,"lyrical","response","TRUE","TRUE",2
8,11,NA,"D",0,3592.61100017419,"lyrical","response","TRUE","FALSE",1
8,11,NA,"D",1,4457.12300001353,"lyrical","response","FALSE","FALSE",2
8,8,NA,"D",1,3419.2220000521,"lyrical","response","FALSE","FALSE",1
8,8,NA,"D",0,10071.7010001744,"lyrical","response","FALSE","TRUE",2
8,6,NA,"D",1,2760.20800014888,"instrumental","response","TRUE","TRUE",1
8,6,NA,"D",1,3035.58200013614,"instrumental","response","TRUE","TRUE",2
8,3,NA,"D",1,3258.7789999923,"instrumental","response","TRUE","TRUE",1
8,3,NA,"D",0,2732.92600020987,"instrumental","response","TRUE","FALSE",2
8,12,NA,"D",1,3120.69900016324,"instrumental","response","FALSE","FALSE",1
8,12,NA,"D",1,13081.1610000563,"instrumental","response","TRUE","TRUE",2
8,9,NA,"D",1,5044.07700014499,"instrumental","response","TRUE","TRUE",1
8,9,NA,"D",1,4243.69400011573,"instrumental","response","FALSE","FALSE",2
9,99,NA,"D",1,2942.92899994078,"silence","response","FALSE","FALSE",1
9,99,NA,"D",1,3819.28399995403,"silence","response","TRUE","TRUE",2
9,100,NA,"D",1,4027.3060000035,"silence","response","TRUE","TRUE",1
9,100,NA,"D",1,2431.48199993459,"silence","response","FALSE","FALSE",2
9,10,NA,"D",1,3839.41699995499,"silence","response","TRUE","TRUE",1
9,10,NA,"D",1,2722.01799990673,"silence","response","TRUE","TRUE",2
9,4,NA,"D",0,3095.72599997788,"silence","response","TRUE","FALSE",1
9,4,NA,"D",1,1491.41799997527,"silence","response","TRUE","TRUE",2
9,7,NA,"D",0,3729.43399992108,"silence","response","TRUE","FALSE",1
9,7,NA,"D",1,2357.81900000304,"silence","response","TRUE","TRUE",2
9,1,NA,"D",0,3686.26399991498,"silence","response","FALSE","TRUE",1
9,1,NA,"D",1,1515.76800012303,"silence","response","FALSE","FALSE",2
9,11,NA,"D",1,3197.34900007362,"lyrical","response","FALSE","FALSE",1
9,11,NA,"D",0,3015.09400008264,"lyrical","response","TRUE","FALSE",2
9,5,NA,"D",1,1802.02599997318,"lyrical","response","FALSE","FALSE",1
9,5,NA,"D",1,1641.18200004793,"lyrical","response","TRUE","TRUE",2
9,2,NA,"D",1,2461.56999991834,"lyrical","response","FALSE","FALSE",1
9,2,NA,"D",0,1925.1270000303,"lyrical","response","TRUE","FALSE",2
9,8,NA,"D",1,1752.80600011226,"lyrical","response","FALSE","FALSE",1
9,8,NA,"D",1,1965.52000006736,"lyrical","response","TRUE","TRUE",2
9,12,NA,"D",0,1764.51000007777,"instrumental","response","TRUE","FALSE",1
9,12,NA,"D",0,1778.01199990342,"instrumental","response","FALSE","TRUE",2
9,3,NA,"D",1,2053.32700010645,"instrumental","response","TRUE","TRUE",1
9,3,NA,"D",1,2475.16300006642,"instrumental","response","FALSE","FALSE",2
9,6,NA,"D",1,1219.7860000229,"instrumental","response","TRUE","TRUE",1
9,6,NA,"D",1,1129.86899989378,"instrumental","response","TRUE","TRUE",2
9,9,NA,"D",1,1714.51000008988,"instrumental","response","TRUE","TRUE",1
9,9,NA,"D",1,1779.50600002811,"instrumental","response","FALSE","FALSE",2
10,99,NA,"E",1,4967.53200006831,"silence","response","FALSE","FALSE",1
10,99,NA,"E",1,6291.42200010983,"silence","response","TRUE","TRUE",2
10,100,NA,"E",1,2693.56200008435,"silence","response","TRUE","TRUE",1
10,100,NA,"E",1,3398.39400021479,"silence","response","FALSE","FALSE",2
10,1,NA,"E",1,4054.78500002332,"lyrical","response","TRUE","TRUE",1
10,1,NA,"E",1,2143.86500019766,"lyrical","response","FALSE","FALSE",2
10,7,NA,"E",0,2452.77600003866,"lyrical","response","TRUE","FALSE",1
10,7,NA,"E",0,4276.97900016955,"lyrical","response","FALSE","TRUE",2
10,10,NA,"E",1,3089.78800013108,"lyrical","response","TRUE","TRUE",1
10,10,NA,"E",0,4218.98800016078,"lyrical","response","FALSE","TRUE",2
10,4,NA,"E",1,3279.34100018389,"lyrical","response","FALSE","FALSE",1
10,4,NA,"E",1,2006.70600010676,"lyrical","response","TRUE","TRUE",2
10,11,NA,"E",1,3050.55700012064,"instrumental","response","FALSE","FALSE",1
10,11,NA,"E",1,4706.43400021247,"instrumental","response","FALSE","FALSE",2
10,2,NA,"E",1,3100.92100016051,"instrumental","response","FALSE","FALSE",1
10,2,NA,"E",1,3532.98999998742,"instrumental","response","FALSE","FALSE",2
10,8,NA,"E",1,2326.53200004285,"instrumental","response","FALSE","FALSE",1
10,8,NA,"E",1,3623.94200013462,"instrumental","response","TRUE","TRUE",2
10,5,NA,"E",1,2370.67900019523,"instrumental","response","FALSE","FALSE",1
10,5,NA,"E",1,2904.75500014576,"instrumental","response","TRUE","TRUE",2
10,12,NA,"E",0,3751.75500019104,"silence","response","TRUE","FALSE",1
10,12,NA,"E",0,1905.98200001242,"silence","response","FALSE","TRUE",2
10,9,NA,"E",1,3884.15000011097,"silence","response","TRUE","TRUE",1
10,9,NA,"E",1,2227.64200003841,"silence","response","FALSE","FALSE",2
10,6,NA,"E",1,2382.35200015269,"silence","response","TRUE","TRUE",1
10,6,NA,"E",1,1951.87800012622,"silence","response","TRUE","TRUE",2
10,3,NA,"E",1,2159.39100018109,"silence","response","TRUE","TRUE",1
10,3,NA,"E",0,1875.95100009383,"silence","response","TRUE","FALSE",2
11,99,NA,"FALSE",0,19292,"silence","response","TRUE","FALSE",1
11,99,NA,"FALSE",1,6094,"silence","response","TRUE","TRUE",2
11,100,NA,"FALSE",1,6029,"silence","response","TRUE","TRUE",1
11,100,NA,"FALSE",1,6171.00000000006,"silence","response","FALSE","FALSE",2
11,7,NA,"FALSE",1,6021,"instrumental","response","FALSE","FALSE",1
11,7,NA,"FALSE",1,5107.00000000006,"instrumental","response","TRUE","TRUE",2
11,4,NA,"FALSE",1,8222.00000000006,"instrumental","response","FALSE","FALSE",1
11,4,NA,"FALSE",1,3425.00000000006,"instrumental","response","TRUE","TRUE",2
11,1,NA,"FALSE",0,5682,"instrumental","response","FALSE","TRUE",1
11,1,NA,"FALSE",1,3036,"instrumental","response","FALSE","FALSE",2
11,10,NA,"FALSE",0,5106.99999999994,"instrumental","response","FALSE","TRUE",1
11,10,NA,"FALSE",1,6654,"instrumental","response","TRUE","TRUE",2
11,2,NA,"FALSE",1,8052,"silence","response","FALSE","FALSE",1
11,2,NA,"FALSE",0,5250,"silence","response","TRUE","FALSE",2
11,5,NA,"FALSE",1,2529,"silence","response","FALSE","FALSE",1
11,5,NA,"FALSE",1,7516.00000000012,"silence","response","TRUE","TRUE",2
11,8,NA,"FALSE",1,3525,"silence","response","FALSE","FALSE",1
11,8,NA,"FALSE",0,4122,"silence","response","FALSE","TRUE",2
11,11,NA,"FALSE",1,4355,"silence","response","FALSE","FALSE",1
11,11,NA,"FALSE",0,6209,"silence","response","TRUE","FALSE",2
11,12,NA,"FALSE",1,3351,"lyrical","response","FALSE","FALSE",1
11,12,NA,"FALSE",0,4607.00000000012,"lyrical","response","FALSE","TRUE",2
11,9,NA,"FALSE",1,4357.00000000012,"lyrical","response","TRUE","TRUE",1
11,9,NA,"FALSE",1,2771,"lyrical","response","FALSE","FALSE",2
11,3,NA,"FALSE",1,4783,"lyrical","response","TRUE","TRUE",1
11,3,NA,"FALSE",0,2571,"lyrical","response","TRUE","FALSE",2
11,6,NA,"FALSE",1,1997.00000000012,"lyrical","response","TRUE","TRUE",1
11,6,NA,"FALSE",1,2488,"lyrical","response","TRUE","TRUE",2
12,99,NA,"FALSE",0,4975.7539998384,"silence","response","TRUE","FALSE",1
12,99,NA,"FALSE",1,6661.25699989725,"silence","response","TRUE","TRUE",2
12,100,NA,"FALSE",1,2749.49300004612,"silence","response","TRUE","TRUE",1
12,100,NA,"FALSE",1,3413.4549999442,"silence","response","FALSE","FALSE",2
12,7,NA,"FALSE",1,3031.4819998389,"instrumental","response","FALSE","FALSE",1
12,7,NA,"FALSE",1,2237.84999985876,"instrumental","response","TRUE","TRUE",2
12,4,NA,"FALSE",1,4192.23900004197,"instrumental","response","FALSE","FALSE",1
12,4,NA,"FALSE",1,1565.7369998814,"instrumental","response","TRUE","TRUE",2
12,10,NA,"FALSE",1,4603.67099994537,"instrumental","response","TRUE","TRUE",1
12,10,NA,"FALSE",1,3568.50499993196,"instrumental","response","TRUE","TRUE",2
12,1,NA,"FALSE",1,2533.78399999783,"instrumental","response","TRUE","TRUE",1
12,1,NA,"FALSE",1,1938.5399998466,"instrumental","response","FALSE","FALSE",2
12,2,NA,"FALSE",1,3475.4060000102,"silence","response","FALSE","FALSE",1
12,2,NA,"FALSE",1,4036.3340000413,"silence","response","FALSE","FALSE",2
12,5,NA,"FALSE",1,2178.42299998907,"silence","response","FALSE","FALSE",1
12,5,NA,"FALSE",1,2483.68999994767,"silence","response","TRUE","TRUE",2
12,8,NA,"FALSE",1,2779.82999997423,"silence","response","FALSE","FALSE",1
12,8,NA,"FALSE",1,2454.12100005441,"silence","response","TRUE","TRUE",2
12,11,NA,"FALSE",1,2863.01099988143,"silence","response","FALSE","FALSE",1
12,11,NA,"FALSE",1,5011.0709999064,"silence","response","FALSE","FALSE",2
12,3,NA,"FALSE",1,2049.14899984945,"lyrical","response","TRUE","TRUE",1
12,3,NA,"FALSE",1,5841.45799985528,"lyrical","response","FALSE","FALSE",2
12,9,NA,"FALSE",1,2584.78100000264,"lyrical","response","TRUE","TRUE",1
12,9,NA,"FALSE",1,1616.91599986574,"lyrical","response","FALSE","FALSE",2
12,6,NA,"FALSE",1,1903.95299988135,"lyrical","response","TRUE","TRUE",1
12,6,NA,"FALSE",1,1892.32999987702,"lyrical","response","TRUE","TRUE",2
12,12,NA,"FALSE",1,2226.60500004608,"lyrical","response","FALSE","FALSE",1
12,12,NA,"FALSE",1,1219.8160000575,"lyrical","response","TRUE","TRUE",2
